          Pi       NnzSnp      SigmaSq            S       ResVar       GenVar     SigmaSqG          hsq 
  0.00869952        24318  0.000271627    -0.150365      6.59097      1.58571      2.43201     0.206887 









  0.00533315        15029  9.54225e-05    -0.325332      7.16555     0.655502     0.665756    0.0855232 









  0.00540519        15045  8.47329e-05    -0.332263      7.16859      0.60354     0.602289    0.0787438 















   0.0199303        55648  3.12653e-05   -0.0413761      7.12442      0.66302     0.650331    0.0865041 









   0.0193619        54436  3.05699e-05   -0.0600035       7.1379     0.643689     0.629966     0.083982 









   0.0200276        55565  3.15099e-05   -0.0536711      7.13558      0.66343     0.661076    0.0865576 









   0.0196166        54990  3.09247e-05   -0.0402052      7.11356     0.640098      0.63444    0.0835135 









   0.0195436        54802    3.091e-05   -0.0279571      7.13551     0.637594     0.631266    0.0831867 









   0.0192992        54160  3.25505e-05   -0.0111141      7.13798     0.656734     0.647108    0.0856839 









   0.0192771        53724  3.18826e-05   -0.0283471      7.07705     0.643675     0.636982    0.0839801 









   0.0190064        53103  3.14606e-05   -0.0434491      7.13324     0.631273     0.626219     0.082362 









   0.0193222        54225  3.16995e-05   -0.0194156      7.05878     0.638811     0.640421    0.0833455 









   0.0194526        54358  3.13665e-05   -0.0299362      7.15982     0.638668     0.635174    0.0833269 









   0.0193675        53957  3.24505e-05    -0.010588      7.13521     0.646955     0.643779    0.0844081 









   0.0195003        54784  3.27899e-05    0.0026803      7.14713     0.650696     0.650337    0.0848962 









   0.0193004        53933  3.29609e-05   -0.0246115      7.10225     0.664853     0.657318    0.0867432 









   0.0189433        52758  3.33779e-05   -0.0151139       7.0933     0.650417     0.645634    0.0848597 









   0.0189437        52959  3.36069e-05   -0.0163726      7.09953     0.660636     0.655552    0.0861931 









   0.0193771        54232  3.34878e-05   -0.0159623      7.09424     0.659629     0.665631    0.0860616 









   0.0200663        56213  3.21384e-05   -0.0212021      7.11394     0.668078      0.66744     0.087164 









   0.0201087        56549  3.10538e-05   -0.0464035      7.09981     0.660282     0.662144    0.0861468 









   0.0197094        55107  3.16379e-05   -0.0466448        7.117     0.662872     0.654294    0.0864847 









    0.020107        56370   3.0709e-05   -0.0491283      7.09517     0.656213      0.65657     0.085616 









   0.0201417        56396  3.07583e-05   -0.0361313      7.12682     0.659862     0.646962    0.0860921 









   0.0202636        56439  3.03891e-05    -0.050853       7.1576     0.652236     0.645364    0.0850971 









   0.0206602        57642  3.05353e-05    -0.058304      7.13091     0.673683     0.666264    0.0878953 









   0.0206304        57590  2.95856e-05   -0.0677847      7.11777     0.653375     0.651724    0.0852457 









   0.0206559        57850  2.94558e-05   -0.0664102      7.13717     0.656732     0.647422    0.0856837 









   0.0202839        57118  2.93788e-05   -0.0791542      7.16739      0.64965     0.644144    0.0847598 









   0.0204014        57765  2.99173e-05    -0.071854      7.10146     0.657025     0.663921     0.085722 









   0.0201265        56624  2.98144e-05   -0.0601176      7.09005     0.648015     0.639895    0.0845464 









   0.0197951        55459  3.02899e-05   -0.0468893      7.09438     0.634016     0.628543    0.0827199 









   0.0196253        55028  3.07513e-05   -0.0449056      7.10164     0.646275     0.638116    0.0843194 









   0.0198467        55498  3.20465e-05   -0.0567406      7.11795     0.675672     0.670918    0.0881548 









   0.0201328        56662   3.2523e-05   -0.0568282      7.06161     0.702014     0.694294    0.0915917 









   0.0200655        56380  3.13883e-05   -0.0727071      7.09524     0.676755     0.675297    0.0882961 









   0.0199642        55807  3.20293e-05   -0.0848536      7.06459      0.68322     0.688613    0.0891396 









   0.0199013        55831  3.06722e-05    -0.104946       7.1126     0.678913     0.671089    0.0885776 









   0.0201878        56436  3.06544e-05   -0.0987729      7.11059     0.683359     0.673782    0.0891577 









   0.0204516        56960  3.17896e-05   -0.0910196      7.10137     0.702451     0.704039    0.0916486 









   0.0204719        57477  3.00244e-05   -0.0889515      7.14073     0.669486     0.667731    0.0873477 









   0.0210432        58648  2.97948e-05   -0.0871904      7.09923     0.678055     0.667467    0.0884658 









   0.0205461        57603  2.87685e-05     -0.10199      7.13402     0.646207     0.649437    0.0843105 









     0.02083        58488  2.80948e-05    -0.110094       7.1228     0.658246     0.643855    0.0858812 









   0.0210346        58913  2.81535e-05   -0.0939704       7.1444     0.647722     0.634763    0.0845082 









   0.0214347        60017  2.84049e-05    -0.089238      7.10781      0.66848     0.657987    0.0872164 









   0.0214061        59578  2.78795e-05   -0.0820996      7.10634      0.64665     0.639821    0.0843682 









   0.0210696        59256   2.8367e-05   -0.0820098      7.13178     0.643812     0.647187     0.083998 









   0.0206167        58004  2.84525e-05   -0.0534337      7.13512      0.63676     0.623111     0.083078 









   0.0207643        58413  2.98488e-05   -0.0457585      7.10936     0.658584      0.65429    0.0859253 









   0.0210453        58352  2.95873e-05   -0.0467581       7.0856     0.659561     0.649032    0.0860528 









   0.0211976        59194  3.08979e-05   -0.0211019      7.15808     0.672819     0.677772    0.0877826 









   0.0208471        58246   3.1425e-05   -0.0196015      7.13076     0.664776     0.667783    0.0867332 









   0.0207694        58140  3.03892e-05   -0.0158046      7.12723     0.658305     0.647728    0.0858889 









   0.0209979        58816  3.07114e-05   -0.0218272      7.12451     0.676286     0.667939    0.0882349 









   0.0208242        58362  3.04245e-05   -0.0621362      7.09555     0.673379     0.672313    0.0878556 









   0.0200743        56614   2.9857e-05   -0.0668426      7.09991     0.649162     0.642161     0.084696 









   0.0202298        56626  2.98998e-05   -0.0802892      7.11357     0.649513      0.64959    0.0847419 









   0.0202121        56653  3.07702e-05    -0.054359      7.11127     0.671726     0.659783    0.0876399 









   0.0205404        57292  3.07681e-05   -0.0401465      7.12736     0.660691      0.66252    0.0862002 









   0.0204232        57204  3.03839e-05   -0.0542235      7.09627     0.659635     0.658152    0.0860624 









   0.0201944        56543  3.03356e-05   -0.0438188      7.11088     0.649638      0.64642    0.0847581 









   0.0202462        56507  3.00595e-05   -0.0623379      7.08753     0.647347     0.641748    0.0844592 









   0.0210388        58925  3.06653e-05   -0.0500577      7.08958     0.684903     0.680233    0.0893591 









   0.0215101        60624  2.97053e-05   -0.0512044       7.0782     0.684591     0.679346    0.0893184 









   0.0211579        59152  3.01251e-05   -0.0546602      7.11177     0.672057     0.671516    0.0876831 









   0.0216959        60785  2.93804e-05   -0.0529711      7.11015     0.681459     0.673936    0.0889098 









   0.0220215        61659  2.83031e-05   -0.0589631      7.13087      0.65823     0.661141    0.0858791 









   0.0222964        62246  2.88162e-05   -0.0533077      7.08536     0.674871     0.675722    0.0880503 









   0.0221627        62433   2.7519e-05   -0.0789439      7.13937     0.670149     0.662019    0.0874342 









   0.0229566        63733  2.77455e-05   -0.0839431      7.07628     0.686048     0.680128    0.0895086 









   0.0219711        61840  2.75797e-05   -0.0773142      7.12826     0.658035     0.657227    0.0858537 









   0.0223321        62512  2.71023e-05    -0.095302      7.08453     0.668727     0.660349    0.0872487 









   0.0214708        60205  2.69507e-05   -0.0979695       7.1593     0.644697     0.636616    0.0841135 









   0.0215372        60578  2.71674e-05   -0.0961667      7.10892     0.651511     0.641711    0.0850026 









   0.0213285        59380  2.72648e-05    -0.101481      7.11404     0.640569     0.634419    0.0835749 









   0.0212392        59136  2.81893e-05    -0.106598      7.07641     0.663294     0.656328    0.0865398 









     0.02044        57969  2.90911e-05   -0.0909882      7.08095     0.672121     0.657479    0.0876915 









     0.02056        57507   2.7997e-05   -0.0807012      7.10589     0.640829     0.620799    0.0836089 









   0.0207523        58175  2.81038e-05   -0.0945608      7.10783     0.644656     0.636815    0.0841081 









   0.0211225        58837  2.89492e-05    -0.087655      7.07999     0.655974     0.665093    0.0855848 









   0.0205591        57836  3.00188e-05    -0.075163       7.1337     0.665961     0.672024    0.0868878 









     0.02064        57743  3.02042e-05   -0.0588527       7.0964     0.664992     0.651762    0.0867613 









   0.0208174        58035  3.02116e-05   -0.0591439      7.09997      0.66837     0.666631    0.0872021 









    0.020929        58233  3.03436e-05    -0.057902      7.09162       0.6744     0.667551    0.0879888 









   0.0211877        59303  2.99585e-05   -0.0580362      7.08458     0.673743     0.671374    0.0879032 









   0.0210114        58821  2.98285e-05   -0.0561454      7.10682     0.662871     0.670782    0.0864847 









   0.0210207        58437  2.95097e-05    -0.049115      7.12331      0.65694     0.649484    0.0857109 









   0.0214268        60311  2.94839e-05   -0.0416611      7.12792     0.671194     0.666251    0.0875706 









   0.0214236        60105   2.8061e-05   -0.0428963      7.14051     0.643978     0.634834    0.0840196 









   0.0216839        60755   2.8903e-05   -0.0408989      7.09545     0.659367       0.6512    0.0860275 









   0.0215485        60005  2.81845e-05   -0.0445037      7.15621     0.636143     0.640512    0.0829975 









   0.0215548        60083  2.81003e-05   -0.0502455       7.1606     0.643909     0.637053    0.0840107 









   0.0225743        62851  2.82873e-05   -0.0505715      7.11971     0.676121     0.667539    0.0882134 









   0.0225776        63136  2.77169e-05   -0.0555408      7.14851     0.673425      0.66199    0.0878616 









   0.0223444        62460  2.76887e-05   -0.0752237      7.15509     0.658664     0.661981    0.0859358 









   0.0217637        61364  2.79422e-05   -0.0622413      7.13319     0.665613     0.652446    0.0868424 









   0.0221894        62113   2.7582e-05   -0.0697587       7.1116     0.668551     0.653153    0.0872257 









   0.0226601        63464  2.64001e-05   -0.0549343      7.12761     0.641368     0.631103    0.0836791 









   0.0224613        63067  2.67569e-05   -0.0648707      7.09149     0.651537     0.642974    0.0850059 









   0.0221783        62393  2.68146e-05   -0.0743401      7.10484     0.656012     0.640847    0.0855897 









   0.0225099        63063  2.66392e-05   -0.0895206      7.12766     0.659924     0.649469    0.0861001 









   0.0227218        63690  2.65825e-05   -0.0801037      7.07723     0.661357     0.652422    0.0862872 









     0.02299        64390  2.59969e-05   -0.0751273      7.13569      0.65414     0.645866    0.0853455 









   0.0235568        66046  2.66904e-05   -0.0490674      7.10052     0.664998     0.662339    0.0867621 









   0.0230829        64557  2.65314e-05   -0.0614418      7.07561     0.653632     0.644864    0.0852792 









   0.0225397        63246  2.68258e-05   -0.0580312       7.1299     0.648075     0.642662    0.0845542 









   0.0226096        63306  2.72206e-05    -0.056456      7.11966     0.650159     0.650924    0.0848261 









   0.0230042        64275  2.70433e-05   -0.0670357      7.09952     0.667908     0.662304    0.0871418 









   0.0226956        63729  2.77021e-05   -0.0540657      7.08541     0.669225     0.667831    0.0873137 









   0.0218542        61238  2.74082e-05   -0.0580939      7.12538     0.649174     0.638844    0.0846977 









   0.0224351        62600  2.78978e-05   -0.0616735      7.11886     0.667687     0.664708    0.0871129 









    0.022644        63123  2.72726e-05   -0.0660655      7.11065     0.666866     0.657095    0.0870058 









   0.0227401        63839  2.71881e-05   -0.0499738      7.09293     0.664844     0.652655     0.086742 









   0.0226564        63903  2.75638e-05   -0.0646455      7.04468     0.676303     0.671521    0.0882372 









   0.0222704        62357  2.73046e-05   -0.0659299      7.13522     0.654424     0.646968    0.0853826 









    0.022913        64114  2.68848e-05   -0.0681601      7.11719     0.672439     0.658759    0.0877329 









    0.022786        63890  2.77802e-05   -0.0711163      7.08158     0.679898     0.674334    0.0887061 









   0.0225886        63518  2.64092e-05   -0.0725809      7.11125     0.652975     0.641464    0.0851935 









   0.0230305        64527  2.64487e-05   -0.0572257      7.09321     0.648779     0.645084    0.0846461 









   0.0222888        62643  2.70439e-05   -0.0401773      7.11984      0.64108     0.633412    0.0836416 









   0.0223065        62107  2.76476e-05   -0.0354373      7.12743     0.651651     0.641228    0.0850208 









    0.022476        63187   2.7582e-05     -0.03487      7.12605      0.64923     0.651225    0.0847049 









   0.0222372        62352  2.84544e-05   -0.0294059      7.12911     0.672519     0.660168    0.0877435 









   0.0228546        63783  2.85667e-05   -0.0218785      7.13594     0.670247     0.673853     0.087447 









   0.0225399        63309  2.84797e-05   -0.0128494      7.14434     0.662681     0.662909    0.0864598 









   0.0221939        62227  2.86972e-05  -0.00947324      7.14465     0.659292     0.653821    0.0860177 









   0.0218368        61403  2.81262e-05   -0.0189705      7.12322     0.644583     0.644415    0.0840987 









    0.021387        59844  2.87551e-05   -0.0228341      7.16528     0.630456     0.642366    0.0822554 









   0.0221071        61670  2.77417e-05   -0.0285464       7.1341     0.640672     0.634924    0.0835884 









   0.0223419        62481  2.70421e-05   -0.0311551      7.12911     0.625525     0.625814    0.0816121 









   0.0223352        62601  2.75201e-05   -0.0341378      7.14363     0.633435     0.642222    0.0826442 









   0.0222837        62234  2.77211e-05   -0.0256618      7.09057     0.645771     0.638723    0.0842536 









   0.0222975        62624  2.71979e-05   -0.0418008      7.12198      0.62687     0.632896    0.0817876 









   0.0220721        61526  2.75366e-05   -0.0419453      7.10248      0.64705     0.635536    0.0844204 









   0.0224953        63242  2.67427e-05    -0.056359      7.10525      0.64596     0.638397    0.0842783 









   0.0230051        63993  2.62392e-05   -0.0506487      7.14765     0.637398     0.632585    0.0831611 









   0.0231883        64886  2.72062e-05   -0.0429905      7.09467     0.659517     0.663084    0.0860471 









   0.0227663        64004  2.71677e-05   -0.0380182      7.09173     0.663214     0.648712    0.0865293 









   0.0232734        65243  2.73856e-05   -0.0552526      7.04804     0.683741     0.676436    0.0892075 









   0.0228943        64300  2.66929e-05    -0.038877      7.11647     0.640429     0.641703    0.0835566 









   0.0227394        63365  2.71613e-05   -0.0310063      7.13246     0.641826     0.641537    0.0837389 









   0.0225511        63403  2.72363e-05   -0.0210921      7.12052     0.638161     0.635398    0.0832608 









   0.0229907        64060  2.71928e-05   -0.0200014       7.1277     0.645828     0.643029    0.0842611 









   0.0231816        64783  2.73221e-05   -0.0387692      7.10442     0.665854     0.660963    0.0868738 









   0.0231442        64385   2.7782e-05   -0.0113269      7.13458     0.665292     0.655903    0.0868005 









   0.0235553        65750  2.81934e-05   0.00991784      7.12712     0.670205     0.662137    0.0874415 









   0.0231043        64441  2.85653e-05   0.00820209      7.12815     0.663867     0.667806    0.0866146 









   0.0226954        63602  2.80942e-05   0.00162212      7.13582     0.659172     0.648186     0.086002 









   0.0224413        62905  2.68163e-05   0.00463012      7.16949     0.619409     0.613319    0.0808141 









   0.0229397        64017  2.78272e-05  0.000985844      7.10804     0.652964     0.644758    0.0851921 









   0.0225683        63058  2.71206e-05  -0.00449667      7.13201     0.639448     0.624542    0.0834287 









   0.0226923        63430  2.74759e-05  -0.00551028      7.13293     0.646164      0.63584    0.0843048 









   0.0222909        62621   2.8437e-05   -0.0055728      7.11662     0.656801      0.64969    0.0856927 









    0.022356        62090   2.7497e-05   -0.0146391      7.12656     0.637751     0.629225    0.0832073 









   0.0226693        63680  2.78797e-05  -0.00630827      7.12343      0.65095     0.650842    0.0849294 









   0.0227537        63205  2.82571e-05   -0.0198143      7.10831     0.656929     0.659468    0.0857094 









   0.0227509        63667  2.87206e-05   -0.0282619      7.12174     0.678485     0.677132    0.0885218 









   0.0230072        64532  2.92026e-05   -0.0305768      7.10493     0.698992     0.698443    0.0911974 









   0.0225457        63132  2.94007e-05   -0.0237543      7.13966      0.69285     0.685654     0.090396 









   0.0223257        62147  2.89188e-05   -0.0345838      7.12865     0.670799     0.670879     0.087519 









   0.0226748        63231   2.8669e-05   -0.0421631      7.08665     0.676603     0.682534    0.0882763 









    0.022886        64013  2.87514e-05   -0.0437184      7.06992     0.692112     0.692542    0.0902998 









   0.0226997        63782  2.72299e-05   -0.0436243       7.1337     0.650339     0.650447    0.0848496 









   0.0226442        63084  2.80308e-05  -0.00999621      7.08868     0.663249     0.650388     0.086534 









   0.0231105        64390  2.68183e-05   -0.0112889      7.16171     0.636319     0.631644    0.0830204 









   0.0226334        63691  2.83399e-05    0.0286708      7.12536     0.652724     0.645821    0.0851607 









   0.0224244        62776  2.76514e-05    0.0303889       7.1447     0.628709     0.616602    0.0820276 









   0.0226992        63411  2.71173e-05    0.0314892      7.16952     0.626998     0.614839    0.0818043 









   0.0231896        65176  2.77532e-05    0.0462381      7.07757     0.643695     0.632956    0.0839827 









   0.0236242        65976  2.87427e-05    0.0630874      7.13275     0.661769     0.663762    0.0863409 









   0.0237368        67087  2.80526e-05    0.0766684      7.11187     0.660658     0.650215    0.0861959 









   0.0237009        66681  2.80858e-05    0.0744682      7.11114     0.653054     0.648862    0.0852039 









   0.0239862        66837  2.74242e-05     0.059106      7.10663     0.653621      0.64277    0.0852778 









   0.0233159        65116  2.72169e-05     0.059357      7.12398     0.615806     0.622095    0.0803441 









   0.0235544        65875  2.83935e-05    0.0660581      7.11188     0.644628     0.658848    0.0841045 









   0.0230751        64604  2.85803e-05    0.0677781      7.16977     0.645962     0.641203    0.0842785 









   0.0238077        67102  2.78014e-05    0.0512579      7.10025     0.666786     0.658393    0.0869954 









   0.0233155        65300  2.82412e-05    0.0462152      7.11079     0.650808     0.657778    0.0849108 









    0.023782        66149  2.82517e-05     0.033082      7.09509     0.667501     0.659198    0.0870887 









   0.0245962        68449  2.79389e-05     0.039451      7.11517     0.676886     0.675554    0.0883131 









   0.0250254        70251  2.69834e-05     0.043056      7.10993     0.674194     0.671393     0.087962 









   0.0255255        71269  2.68509e-05     0.035717      7.12324      0.68174     0.682606    0.0889464 









   0.0251186        70588  2.55505e-05    0.0163206      7.17049     0.656453     0.652715    0.0856473 









   0.0253445        70441  2.52258e-05   0.00651101      7.14931     0.634182     0.640474    0.0827416 









   0.0254214        71672  2.46941e-05   0.00768225      7.16085     0.649273     0.640069    0.0847105 









   0.0258132        72770  2.56774e-05    0.0248835      7.07546     0.667775     0.660597    0.0871244 









   0.0257843        71962  2.55008e-05    0.0320391      7.08847     0.659546     0.650385    0.0860509 









   0.0255057        71091  2.55319e-05    0.0389104      7.12711     0.643849      0.64303    0.0840029 









   0.0255464        71483  2.55461e-05    0.0337111        7.133     0.642033     0.647268    0.0837659 









   0.0256903        72050  2.51932e-05    0.0141176      7.16464     0.658368     0.657861    0.0858972 









   0.0257658        72287  2.52794e-05   0.00776377      7.12638     0.658623     0.659803    0.0859304 









   0.0264772        74683  2.43036e-05  -0.00612214      7.14428     0.664143     0.660476    0.0866506 









   0.0261621        73615  2.39848e-05  -0.00210413      7.13902     0.658371     0.639512    0.0858975 









    0.025752        72159   2.4372e-05  -0.00852735      7.11825     0.649349     0.644062    0.0847205 









   0.0253483        71092  2.38327e-05  -0.00824529      7.15251     0.630947     0.627514    0.0823195 









   0.0256813        71940   2.4224e-05  -0.00012809       7.1167      0.64549     0.634446     0.084217 









   0.0252383        70906  2.48795e-05   0.00422394      7.08941     0.646978     0.639652    0.0844111 









    0.025186        70186  2.51074e-05 -0.000194436      7.12981     0.644453     0.641309    0.0840817 









   0.0252752        71303  2.53763e-05  -0.00127863      7.11822     0.665783     0.663799    0.0868646 









   0.0258593        72301   2.4776e-05   0.00437892      7.11511     0.656502     0.650158    0.0856536 









   0.0250538        70751  2.46389e-05   -0.0115892      7.08962     0.652011     0.641346    0.0850677 









   0.0248772        69973  2.46004e-05   -0.0200275       7.1214     0.645461     0.635424    0.0842132 









   0.0240996        67542  2.61035e-05   -0.0278168       7.0984     0.658691     0.654118    0.0859393 









   0.0246012        69021  2.55984e-05   -0.0455647      7.12098     0.664791     0.666379    0.0867351 









   0.0245662        68769  2.56698e-05   -0.0458685      7.10213     0.668594     0.657917    0.0872313 









   0.0244241        68146  2.57151e-05   -0.0433406      7.10596     0.663613     0.654776    0.0865815 









   0.0247305        68730   2.5705e-05   -0.0297224      7.10394     0.661861     0.656082    0.0863529 









   0.0247098        69300   2.6176e-05   -0.0278121      7.11458     0.671504     0.673318     0.087611 









   0.0243467        68312  2.52436e-05   -0.0286611      7.14048      0.65092      0.64466    0.0849254 









   0.0241362        67773   2.5036e-05   -0.0357028      7.12663     0.641278     0.634837    0.0836674 









   0.0238593        66765  2.60381e-05   -0.0241989      7.10958     0.654936     0.641949    0.0854494 









    0.023685        66484  2.54079e-05   -0.0394936      7.11954     0.642835     0.631286    0.0838706 









   0.0237081        66215   2.5412e-05   -0.0369895      7.10182     0.632137     0.629371    0.0824748 









   0.0233264        65203   2.5768e-05   -0.0379932      7.15015     0.633991      0.63504    0.0827167 









   0.0233957        65654  2.62353e-05   -0.0409444      7.11971     0.648197     0.647516    0.0845701 









   0.0243712        68029  2.65945e-05   -0.0322272      7.09643     0.679986     0.675762    0.0887176 









   0.0247533        69200  2.57419e-05   -0.0395639      7.10586     0.669137     0.657707    0.0873021 









   0.0244019        68642  2.49076e-05    -0.047224      7.16923     0.647226     0.641243    0.0844435 









   0.0237944        66776  2.55801e-05   -0.0404093      7.14088     0.639832     0.641537    0.0834787 









   0.0236846        66114  2.65457e-05   -0.0242155      7.13429     0.655943     0.661644    0.0855808 









   0.0229498        64561   2.7329e-05   -0.0178344      7.11508     0.658422      0.64992    0.0859042 









   0.0235354        65455  2.68543e-05   -0.0426307      7.09459     0.667409     0.659272    0.0870768 









   0.0241503        67508  2.70776e-05   -0.0293435      7.11602     0.669208     0.674824    0.0873114 









   0.0238386        66518  2.73522e-05   -0.0236482       7.0858     0.676001     0.674316    0.0881978 









   0.0241994        67840  2.82619e-05  -0.00690488      7.08401     0.697622     0.703227    0.0910186 









   0.0241885        68134  2.80985e-05    -0.022633      7.10625     0.711763     0.707984    0.0928636 









   0.0243725        68010  2.75163e-05   -0.0300354      7.07811     0.689946     0.696046    0.0900171 









   0.0234567        65886  2.71799e-05   -0.0459992      7.08573     0.675307     0.672434    0.0881072 









   0.0236219        66588  2.61947e-05    -0.052951       7.1275     0.668041     0.657548    0.0871592 









   0.0233982        65672  2.58824e-05    -0.053536      7.15702     0.654603     0.643114    0.0854059 









   0.0237526        66541  2.57896e-05   -0.0658071       7.1174     0.660366     0.651218    0.0861578 









   0.0237866        66549  2.58835e-05   -0.0715208      7.11409     0.660718     0.661106    0.0862038 









   0.0235695        66046  2.57149e-05   -0.0661724      7.12575     0.661152     0.648538    0.0862604 









   0.0235613        66008  2.57087e-05   -0.0629893      7.13221     0.647589     0.646894    0.0844907 









    0.023741        66107  2.53853e-05   -0.0678441      7.09921      0.65329     0.639762    0.0852346 









   0.0239513        67109  2.56985e-05   -0.0671897      7.10377       0.6656     0.658149    0.0868408 









   0.0238123        66476  2.62816e-05   -0.0742855      7.09739     0.673514     0.678019    0.0878732 









   0.0236523        66664   2.5047e-05   -0.0783985      7.13578     0.653033     0.646247    0.0852011 









   0.0237587        66887   2.6021e-05   -0.0786018      7.11048     0.685263     0.670823    0.0894062 









   0.0236886        66355  2.56346e-05   -0.0873512       7.1162     0.663043     0.655518    0.0865071 









   0.0229172        64241   2.5936e-05   -0.0907128      7.12046     0.652319      0.64828    0.0851079 









   0.0235382        65926  2.57306e-05   -0.0779228      7.10774     0.669898     0.652066    0.0874015 









   0.0240394        67162  2.55753e-05   -0.0603957       7.0973     0.655294     0.657012    0.0854961 









   0.0244043        68394  2.43019e-05   -0.0991884      7.08831     0.656955     0.652003    0.0857128 









   0.0243496        68528   2.3834e-05    -0.102451      7.12696     0.657179     0.640066     0.085742 









   0.0245192        68571  2.43714e-05    -0.126257      7.12847     0.660777     0.661969    0.0862114 









   0.0244844        68440   2.4707e-05    -0.122436      7.11008     0.680217     0.685015    0.0887478 









   0.0243703        68123  2.45171e-05    -0.126355      7.10571      0.68131     0.667425    0.0888903 









   0.0249083        69794  2.45052e-05    -0.135552      7.13072     0.694739     0.686053    0.0906424 









   0.0249201        69444  2.49143e-05     -0.11952      7.06932     0.695817     0.682653    0.0907831 









